,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,filename,label,info,text
958,1017,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",Janice,anger,negative,109,2,1,14,"00:06:58,626","00:07:06,133",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt2.mp4,angry,"{'text': "" I'm going to wear a black shampoo. I cut you out of all my pictures. So what's your guess? I have a pair with just your kids."", 'segments': [{'start': 0.0, 'end': 5.0, 'text': "" I'm going to wear a black shampoo.""}, {'start': 5.0, 'end': 8.4, 'text': ' I cut you out of all my pictures.'}, {'start': 8.4, 'end': 10.200000000000001, 'text': "" So what's your guess?""}, {'start': 10.200000000000001, 'end': 15.0, 'text': ' I have a pair with just your kids.'}], 'audio': {'raw': array([-0.03191511, -0.05370133, -0.04774068, ..., -0.00286401,
       -0.00183434, -0.00134433], dtype=float32), 'audio_chunks': [array([-0.03191511, -0.05370133, -0.04774068, ...,  0.00157826,
        0.00062401, -0.00052637], dtype=float32), array([ 0.00053433, -0.00070662, -0.00035894, ..., -0.00286401,
       -0.00183434, -0.00134433], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=112x112 at 0x346B0A550>, <PIL.Image.Image image mode=RGB size=107x107 at 0x346B0BBD0>, <PIL.Image.Image image mode=RGB size=109x109 at 0x346B0BC90>, <PIL.Image.Image image mode=RGB size=114x114 at 0x346B0AC10>, <PIL.Image.Image image mode=RGB size=133x133 at 0x346B0B510>, <PIL.Image.Image image mode=RGB size=122x122 at 0x346AF8590>, <PIL.Image.Image image mode=RGB size=123x123 at 0x346AF9E10>, <PIL.Image.Image image mode=RGB size=124x124 at 0x346AF9990>]}", I'm going to wear a black shampoo. I cut you out of all my pictures. So what's your guess? I have a pair with just your kids.
959,1018,That's OK.,Chandler,neutral,neutral,109,3,1,14,"00:07:07,885","00:07:09,177",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt3.mp4,neutral,"{'text': ' Thank you.', 'segments': [{'start': 0.0, 'end': 2.32, 'text': ' Thank you.'}], 'audio': {'raw': array([ 0.00664356,  0.01086139,  0.0096303 , ..., -0.00403544,
       -0.00566984, -0.0055939 ], dtype=float32), 'audio_chunks': [array([ 0.00664356,  0.01086139,  0.0096303 , ..., -0.00403544,
       -0.00566984, -0.0055939 ], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=162x162 at 0x346A8D610>, <PIL.Image.Image image mode=RGB size=163x163 at 0x346AAD290>]}", Thank you.
960,1019,"Oh, are you sure?",Janice,surprise,positive,109,4,1,14,"00:07:09,971","00:07:13,598",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt4.mp4,surprise,"{'text': "" I know how you're feeling because you know you could not fit a perfect song."", 'segments': [{'start': 0.0, 'end': 7.2, 'text': "" I know how you're feeling because you know you could not fit a perfect song.""}], 'audio': {'raw': array([0.00372311, 0.00450021, 0.00071063, ..., 0.00049194, 0.00041722,
       0.00046195], dtype=float32), 'audio_chunks': [array([0.00372311, 0.00450021, 0.00071063, ..., 0.00049194, 0.00041722,
       0.00046195], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=121x121 at 0x346AEFC10>, <PIL.Image.Image image mode=RGB size=136x136 at 0x346AAFD10>, <PIL.Image.Image image mode=RGB size=126x126 at 0x346ADCA90>, <PIL.Image.Image image mode=RGB size=101x101 at 0x346ADEA90>]}", I know how you're feeling because you know you could not fit a perfect song.
961,1021,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",Janice,anger,negative,109,5,1,14,"00:07:09,971","00:07:17,352",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt5.mp4,angry,"{'text': ' Get your fucking hippie cock city?', 'segments': [{'start': 0.0, 'end': 13.9, 'text': ' Get your fucking hippie cock city?'}], 'audio': {'raw': array([0.00372311, 0.00450021, 0.00071063, ..., 0.07528493, 0.06203517,
       0.04483851], dtype=float32), 'audio_chunks': [array([0.00372311, 0.00450021, 0.00071063, ..., 0.07528493, 0.06203517,
       0.04483851], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=121x121 at 0x346AAA7D0>, <PIL.Image.Image image mode=RGB size=136x136 at 0x346AA8F10>, <PIL.Image.Image image mode=RGB size=126x126 at 0x346ACA510>, <PIL.Image.Image image mode=RGB size=99x99 at 0x346AC9ED0>, <PIL.Image.Image image mode=RGB size=127x127 at 0x346ACB5D0>, <PIL.Image.Image image mode=RGB size=124x124 at 0x346ACB610>, <PIL.Image.Image image mode=RGB size=119x119 at 0x346B0E8D0>, <PIL.Image.Image image mode=RGB size=120x120 at 0x346B0E5D0>]}", Get your fucking hippie cock city?
962,1022,We can't do that.,Joey,neutral,neutral,109,6,1,14,"00:07:20,148","00:07:21,606",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt6.mp4,neutral,"{'text': ' maybe next week. Hmm...', 'segments': [{'start': 0.0, 'end': 1.52, 'text': ' maybe next week.'}, {'start': 1.52, 'end': 3.7800000000000002, 'text': ' Hmm...'}], 'audio': {'raw': array([-5.8669583e-03, -9.2604030e-03, -8.1455428e-03, ...,
       -2.5165671e-05, -9.4918778e-06, -2.7412052e-05], dtype=float32), 'audio_chunks': [array([-5.8669583e-03, -9.2604030e-03, -8.1455428e-03, ...,
       -2.5165671e-05, -9.4918778e-06, -2.7412052e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=188x188 at 0x346AAF510>, <PIL.Image.Image image mode=RGB size=174x174 at 0x346AAA050>]}", maybe next week. Hmm...
963,1023,What? What can't you do?,Chandler,surprise,negative,109,7,1,14,"00:07:22,733","00:07:24,860",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt7.mp4,surprise,"{'text': ' Yeah. Yeah. Yeah.', 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' Yeah.'}, {'start': 1.0, 'end': 2.0, 'text': ' Yeah.'}, {'start': 2.0, 'end': 4.0, 'text': ' Yeah.'}], 'audio': {'raw': array([-0.00335413, -0.00532946, -0.00443154, ...,  0.00080081,
        0.00175162,  0.00090823], dtype=float32), 'audio_chunks': [array([-0.00335413, -0.00532946, -0.00443154, ..., -0.00275427,
       -0.00799277, -0.02103336], dtype=float32), array([-0.03082294, -0.03765507, -0.04083133, ...,  0.07375894,
        0.06117939,  0.04662617], dtype=float32), array([ 0.03157036,  0.01369023, -0.00686793, ...,  0.00080081,
        0.00175162,  0.00090823], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=174x174 at 0x346AD2590>, <PIL.Image.Image image mode=RGB size=174x174 at 0x346AD16D0>, <PIL.Image.Image image mode=RGB size=170x170 at 0x346AD1CD0>]}", Yeah. Yeah. Yeah.
964,1024,She really said that?,Joey,surprise,positive,110,0,1,19,"00:05:11,728","00:05:13,186",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt0.mp4,surprise,"{'text': ' how much is he', 'segments': [{'start': 0.0, 'end': 1.36, 'text': ' how much is he'}], 'audio': {'raw': array([-2.8036151e-03, -1.8658650e-03, -9.3548873e-04, ...,
        3.9575090e-05,  7.3156698e-05,  1.0877571e-04], dtype=float32), 'audio_chunks': [array([-0.00280362, -0.00186586, -0.00093549, ...,  0.00530438,
        0.00631746,  0.00585662], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=192x192 at 0x346AAD950>]}", how much is he
965,1025,"Well, I added the 'exactly like me' part...",Ross,neutral,neutral,110,1,1,19,"00:05:13,354","00:05:15,564",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt1.mp4,neutral,"{'text': '', 'segments': [], 'audio': {'raw': array([-0.01816928, -0.02020153, -0.0087083 , ..., -0.04016227,
       -0.03016779, -0.01890554], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=220x220 at 0x346AC8F50>, <PIL.Image.Image image mode=RGB size=214x214 at 0x346AED510>]}",
966,1026,"But she said she's looking for someone, and someone is gonna be there tonight.",Ross,neutral,neutral,110,2,1,19,"0:05:16,816","0:05:20,578",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt2.mp4,neutral,"{'text': ' numéro 3 ! motor', 'segments': [{'start': 0.0, 'end': 5.24, 'text': ' numéro 3 !'}, {'start': 5.24, 'end': 10.1, 'text': ' motor'}], 'audio': {'raw': array([ 9.3984231e-02,  1.3797189e-01,  9.7898714e-02, ...,
       -1.0173254e-05, -2.0913867e-05, -3.2168340e-05], dtype=float32), 'audio_chunks': [array([ 9.3984231e-02,  1.3797189e-01,  9.7898714e-02, ...,
       -1.0173254e-05, -2.0913867e-05, -3.2168340e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=82x82 at 0x346ACB850>]}", numéro 3 ! motor
967,1027,'Tonight' tonight?,Joey,surprise,positive,110,3,1,19,"0:05:20,578","0:05:21,254",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt3.mp4,surprise,"{'text': ' Thank you.', 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' Thank you.'}], 'audio': {'raw': array([-0.00380395, -0.00550098, -0.00511605, ...,  0.0002017 ,
        0.00020654,  0.00022948], dtype=float32), 'audio_chunks': [array([-0.00380395, -0.00550098, -0.00511605, ...,  0.0002017 ,
        0.00020654,  0.00022948], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", Thank you.
968,1028,"Well, I think it's perfect.",Ross,joy,positive,110,4,1,19,"00:05:23,114","00:05:25,907",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt4.mp4,happy,"{'text': ' Also Duck Time.', 'segments': [{'start': 0.0, 'end': 5.08, 'text': ' Also Duck Time.'}], 'audio': {'raw': array([ 0.00228593,  0.00132733,  0.00056436, ..., -0.00142202,
       -0.00660154, -0.00731528], dtype=float32), 'audio_chunks': [array([ 0.00228593,  0.00132733,  0.00056436, ..., -0.00142202,
       -0.00660154, -0.00731528], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=230x230 at 0x346AABC90>, <PIL.Image.Image image mode=RGB size=217x217 at 0x346AA8DD0>]}", Also Duck Time.
969,1029,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",Ross,neutral,neutral,110,5,1,19,"00:05:23,114","00:05:29,453",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt5.mp4,neutral,"{'text': ' Sorry, ich muss den surprised Dynamic Java bluetooth rausnehmen, Ja, da County LT votats�네,', 'segments': [{'start': 0.04, 'end': 4.36, 'text': ' Sorry, ich muss den surprised Dynamic Java bluetooth rausnehmen,'}, {'start': 5.32, 'end': 9.56, 'text': ' Ja, da County LT votats�네,'}], 'audio': {'raw': array([ 0.00228593,  0.00132733,  0.00056436, ...,  0.00177243,
        0.00061834, -0.00133657], dtype=float32), 'audio_chunks': [array([ 0.011721  ,  0.01226942,  0.01272417, ...,  0.00034235,
       -0.01680541, -0.02759121], dtype=float32), array([-0.004063  , -0.00812353, -0.01268854, ...,  0.00177243,
        0.00061834, -0.00133657], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=230x230 at 0x346B0D990>, <PIL.Image.Image image mode=RGB size=217x217 at 0x346B0EAD0>, <PIL.Image.Image image mode=RGB size=112x112 at 0x346B0D890>, <PIL.Image.Image image mode=RGB size=69x69 at 0x346ADDB10>]}"," Sorry, ich muss den surprised Dynamic Java bluetooth rausnehmen, Ja, da County LT votats�네,"
970,1030,I can't remember the last time I got a girl to take care of my monkey.,Chandler,sadness,negative,110,6,1,19,"00:05:31,706","00:05:35,292",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt6.mp4,sad,"{'text': ' And, Gotta hold my glass to your backside..""', 'segments': [{'start': 0.0, 'end': 5.42, 'text': ' And, Gotta hold my glass to your backside..""'}], 'audio': {'raw': array([ 1.5399810e-03,  2.4424370e-03, -1.9666360e-04, ...,
       -3.9279956e-04, -7.8025230e-05,  2.6201672e-04], dtype=float32), 'audio_chunks': [array([ 1.5399810e-03,  2.4424370e-03, -1.9666360e-04, ...,
       -3.9279956e-04, -7.8025230e-05,  2.6201672e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=209x209 at 0x346AA9B90>, <PIL.Image.Image image mode=RGB size=196x196 at 0x346AD2250>, <PIL.Image.Image image mode=RGB size=231x231 at 0x346AEE7D0>]}"," And, Gotta hold my glass to your backside.."""
971,1031,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",Ross,joy,positive,110,7,1,19,"00:05:39,672","00:05:47,554",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt7.mp4,happy,"{'text': ' Where are the Germans?', 'segments': [{'start': 0.0, 'end': 14.76, 'text': ' Where are the Germans?'}], 'audio': {'raw': array([-0.02414223, -0.02828319, -0.02075857, ...,  0.00511923,
        0.00648411,  0.00878086], dtype=float32), 'audio_chunks': [array([-0.02414223, -0.02828319, -0.02075857, ...,  0.00511923,
        0.00648411,  0.00878086], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=80x80 at 0x383D15290>, <PIL.Image.Image image mode=RGB size=81x81 at 0x346AC9C50>, <PIL.Image.Image image mode=RGB size=195x195 at 0x346ACB750>, <PIL.Image.Image image mode=RGB size=216x216 at 0x346AC80D0>, <PIL.Image.Image image mode=RGB size=187x187 at 0x346ACA610>, <PIL.Image.Image image mode=RGB size=222x222 at 0x346AAB150>, <PIL.Image.Image image mode=RGB size=208x208 at 0x346AED290>]}", Where are the Germans?
972,1032,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",Chandler,disgust,negative,110,8,1,19,"00:05:49,307","00:05:54,353",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia110_utt8.mp4,disgust,"{'text': "" Yeah, it's time to bring a hook到 our bottom and take a look at the island on some of our father's worst dreams."", 'segments': [{'start': 0.0, 'end': 2.94, 'text': "" Yeah, it's time to bring a hook到 our bottom""}, {'start': 3.3000000000000003, 'end': 6.5, 'text': ' and take a look at the island'}, {'start': 6.76, 'end': 10.1, 'text': "" on some of our father's worst dreams.""}], 'audio': {'raw': array([-0.00094828,  0.00109703,  0.00520436, ..., -0.00022043,
        0.00100989,  0.00130906], dtype=float32), 'audio_chunks': [array([-0.00094828,  0.00109703,  0.00520436, ...,  0.01152611,
        0.0304084 ,  0.04371171], dtype=float32), array([-0.01066851, -0.01066238, -0.01295733, ..., -0.00022043,
        0.00100989,  0.00130906], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=61x61 at 0x346ACB410>]}"," Yeah, it's time to bring a hook到 our bottom and take a look at the island on some of our father's worst dreams."
973,1033,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",Mrs. Bing,neutral,neutral,111,0,1,11,"00:19:16,238","00:19:25,580",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia111_utt0.mp4,neutral,"{'text': "" Bandshin on Indira Desert, Touche Shome Do Her path is devoid of weird path. The HERO�, with mistsbit, ionaros chashi p isl rings andoires don'totherbora ashe noph."", 'segments': [{'start': 0.0, 'end': 8.2, 'text': ' Bandshin on Indira Desert, Touche Shome Do Her path is devoid of weird path.'}, {'start': 10.200000000000001, 'end': 12.0, 'text': ' The HERO�, with mistsbit,'}, {'start': 12.9, 'end': 17.22, 'text': "" ionaros chashi p isl rings andoires don'totherbora ashe noph.""}], 'audio': {'raw': array([ 0.00608233,  0.00842096,  0.00700746, ..., -0.02482643,
       -0.02394739, -0.02318398], dtype=float32), 'audio_chunks': [array([ 0.00608233,  0.00842096,  0.00700746, ..., -0.00133547,
       -0.0015895 , -0.00258998], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=139x139 at 0x346ACBB50>]}"," Bandshin on Indira Desert, Touche Shome Do Her path is devoid of weird path. The HERO�, with mistsbit, ionaros chashi p isl rings andoires don'totherbora ashe noph."
974,1034,"No, just knowing you're gonna be there is enough.",Chandler,neutral,neutral,111,1,1,11,"00:19:21,205","00:19:25,580",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia111_utt1.mp4,neutral,"{'text': '君? Wievt du röst und ruchst GAISCH Erick.', 'segments': [{'start': 0.14, 'end': 1.76, 'text': '君?'}, {'start': 2.04, 'end': 4.88, 'text': ' Wievt du röst und ruchst'}, {'start': 5.12, 'end': 6.6000000000000005, 'text': ' GAISCH Erick.'}], 'audio': {'raw': array([-2.5990487e-03, -1.3313366e-03,  2.6041450e-04, ...,
       -3.9700022e-05, -6.2411571e-05, -6.1636638e-05], dtype=float32), 'audio_chunks': [array([ 0.00882916,  0.00847877,  0.00846395, ..., -0.00024243,
        0.00198558,  0.00427621], dtype=float32), array([ 1.7227095e-02,  1.0584325e-02,  2.1577047e-03, ...,
       -3.9700022e-05, -6.2411571e-05, -6.1636638e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=145x145 at 0x346AACE90>, <PIL.Image.Image image mode=RGB size=158x158 at 0x346AAC090>, <PIL.Image.Image image mode=RGB size=161x161 at 0x346ADFD50>]}",君? Wievt du röst und ruchst GAISCH Erick.
975,1035,"Alright, well, be good, I love you.",Mrs. Bing,joy,positive,111,2,1,11,"00:19:26,206","00:19:29,834",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia111_utt2.mp4,happy,"{'text': "" All right, well, I'd go to the moon, you know."", 'segments': [{'start': 0.0, 'end': 7.0, 'text': "" All right, well, I'd go to the moon, you know.""}], 'audio': {'raw': array([ 1.8699694e-03,  3.7806765e-03,  4.2143660e-03, ...,
       -3.1273139e-05,  3.4039906e-06,  5.0537715e-06], dtype=float32), 'audio_chunks': [array([ 1.8699694e-03,  3.7806765e-03,  4.2143660e-03, ...,
       -3.1273139e-05,  3.4039906e-06,  5.0537715e-06], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=196x196 at 0x346AD19D0>]}"," All right, well, I'd go to the moon, you know."
